ID MSA,MSA,ID Year,Year,Average Commute Time,Slug MSA
"31000US18020","Columbus, IN",2021,"2021",19.460265269728044,"columbus-in-31000US18020"
"31000US18060","Columbus, MS",2021,"2021",20.800222165256773,"columbus-ms-31000US18060"
"31000US18100","Columbus, NE",2021,"2021",13.959199662508286,"columbus-ne-31000US18100"
"31000US18140","Columbus, OH",2021,"2021",24.068224248419696,"columbus-oh-31000US18140"
"31000US18180","Concord, NH",2021,"2021",26.662011953303917,"concord-nh-31000US18180"
"31000US18220","Connersville, IN",2021,"2021",27.193769533219076,"connersville-in-31000US18220"
"31000US18260","Cookeville, TN",2021,"2021",23.181751518960823,"cookeville-tn-31000US18260"
"31000US18300","Coos Bay, OR",2021,"2021",19.573885513818773,"coos-bay-or-31000US18300"
"31000US18380","Cordele, GA",2021,"2021",20.397980592709153,"cordele-ga-31000US18380"
"31000US18420","Corinth, MS",2021,"2021",22.59388677114217,"corinth-ms-31000US18420"
"31000US18460","Cornelia, GA",2021,"2021",28.865062195781505,"cornelia-ga-31000US18460"
"31000US18500","Corning, NY",2021,"2021",22.00520633948396,"corning-ny-31000US18500"
"31000US18580","Corpus Christi, TX",2021,"2021",20.480613893376415,"corpus-christi-tx-31000US18580"
"31000US18620","Corsicana, TX",2021,"2021",27.538884900693947,"corsicana-tx-31000US18620"
"31000US18660","Cortland, NY",2021,"2021",21.419094385948345,"cortland-ny-31000US18660"
"31000US18700","Corvallis, OR",2021,"2021",19.853704219291807,"corvallis-or-31000US18700"
"31000US18740","Coshocton, OH",2021,"2021",24.72411909314395,"coshocton-oh-31000US18740"
"31000US18780","Craig, CO",2021,"2021",25.696650552486187,"craig-co-31000US18780"
"31000US18820","Crawfordsville, IN",2021,"2021",22.120381827823934,"crawfordsville-in-31000US18820"
"31000US18860","Crescent City, CA",2021,"2021",16.8019403691434,"crescent-city-ca-31000US18860"
"31000US18880","Crestview-Fort Walton Beach-Destin, FL",2021,"2021",25.969333774845133,"crestview-fort-walton-beach-destin-fl"
